hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage
Aadu's Kitchen,4.5 ,41,"Chinese, Thai, Indian, Snacks",Kandivali East,1500,10
Pappis Kitchen,4.3 ,42,"Indian, Chinese",Borivali West,not_available,not_available
Hotel Kokan Kinara,4.2 ,53,"North Indian, Seafood, Chinese, Tandoor",Borivali,not_available,not_available
Urban Bawarchi,4.6 ,45,"Snacks, Biryani, Desserts",Dahisar,not_available,not_available
Bubble Tea (Badabing Badaboom),4.3 ,54,Beverages,Malad Kan West,not_available,not_available
Break Fast Choice,3.7 ,56,Snacks,Goregaon,not_available,not_available
Al's Kitchen & Grill,4.6 ,54,"Indian, Chinese, Thai, Tandoor, Fast Food",Malad West,not_available,not_available
Geeta Z Veg Hub & Tiffin Service,4.5 ,48,"Indian, Snacks, North Indian",Dahisar,not_available,not_available
Q Fussion,5 ,58,Chinese,Borivali,not_available,not_available
Urban Aladdin,4.3 ,54,"Tandoor, Mughlai, Chinese, Thai, Biryani, North Indian, Pizzas",Malad West,not_available,not_available
Sultanate Biryani By Purple Foods,45 mins,,"Biryani, North Indian, Indian",Malad East,599,not_available
Royal Chinese Corner,3 ,40,Chinese,Dahisar,not_available,not_available
Star Biryani,46 mins,,Biryani,Malad Kan East,not_available,not_available
Mad Over Momos,53 mins,,Chinese,Jog Gor East,not_available,not_available
Marhaba,4.6 ,60,Chinese,Malad Kan West,not_available,not_available
Firangi Burgers,52 mins,,"Fast Food, Pizzas, Chinese, Beverages",Jog Gor West,not_available,not_available
Huber And Holly,5 ,50,"Ice Cream, Desserts",Malad West,not_available,not_available
The Bihari Studio,4.4 ,51,Indian,Kandivali East Lokhandwala,not_available,not_available
Franco's Pizzeria,4.2 ,40,"Pizzas, Pastas, Fast Food, Italian",Kandivali West,150,30
Farmhouse Brass Anchor,4.4 ,42,"Asian, Continental",Borivali,not_available,not_available
Pednekar Kitchen,3.9 ,49,Seafood,Kandivali East,not_available,not_available
The Fusion Express,4.1 ,50,"North Indian, Chinese, Tandoor, Biryani",Kandivali,150,30
Olive Garden,3.9 ,40,"North Indian, Italian, Mexican",Borivali West,not_available,not_available
Has Juice & More,4.1 ,42,"South Indian, North Indian, Chinese, Desserts",Goregaon East,not_available,not_available
B for Biryani,4.3 ,55,"North Indian, Biryani, Kebabs, Chinese, Asian, Thai, Mughlai",Malad West,not_available,not_available
Kwanz,4.6 ,25,"Chinese, Indian, Biryani",Malad Kan East,not_available,not_available
Moyra Da,2.8 ,17,"Bengali, Sweets, Snacks",Malad Kan East,50,20
Bhimji And Sons,13 mins,,Sweets,Malad Kan East,75,30
Hapningzs,4.7 ,49,"Chinese, Indian, Tandoor, Biryani",Kandivali borivali East,not_available,not_available
Tandoor Cafe,2.7 ,33,Beverages,Kandivali East,not_available,not_available
From The Wok,4.7 ,23,Chinese,Malad kan east,700,20
Little Cherry,4 ,23,Desserts,Malad Kan East,not_available,not_available
Fizzy Thakur Village,23 mins,,"Beverages, Desserts, Fast Food",Malad Kan East,not_available,not_available
Kulhad Rani,3.9 ,27,"Beverages, Snacks, Chinese",Malad Kan East,200,40
Bottle Booth,2.8 ,23,Beverages,Malad Kan East,not_available,not_available
99 Waffles,3.9 ,31,"Waffle, Desserts, Beverages",Mahavir Nagar,499,not_available
Akkad Bakkad Bombay Boom,3.8 ,33,"Fast Food, Italian, Beverages",Kandivali East,not_available,not_available
The Foodstagram,4.3 ,33,"Indian, Chinese, Biryani, Beverages",Kandivali East,50,20
Dessero Cake Shop,4.5 ,42,"Bakery, Desserts, Waffle, Beverages, Burgers",Borivali,not_available,not_available
CHINA WOK,46 mins,,"Chinese, North Indian",Dahisar,not_available,not_available
Chef's Corner,52 mins,,"Italian-American, Mexican, Snacks",Jog Gor East,not_available,not_available
Tasty Corner,40 mins,,Indian,Malad Kan East,not_available,not_available
Effingut,47 mins,,"Continental, Italian",Malad West,not_available,not_available
Swad deshi mataka,4.5 ,45,"Biryani, Indian",Borivali East,not_available,not_available
Crave Kitchen,24 mins,,"Burgers, Beverages, Snacks",Malad Kan East,not_available,not_available
Boba And Mocha,4.8 ,15,Beverages,Malad Kan East,not_available,not_available
Dharma's sandwich - Thakur Village,4.1 ,31,"Pizzas, North Indian, Grill, Beverages",Kandivali East,50,20
Subhash Pan Bhandar And Coldrinks,4.5 ,21,Paan,Malad Kan East,749,not_available
Santushti Shakes And More,4.5 ,19,"Desserts, Waffle, Ice Cream",Malad Kan East,not_available,not_available
Spicy Dajiba,23 mins,,"Indian, Snacks, Beverages",EVERSHINE MILLANIUM PARADISE,50,20
Shahi Caterers,3.9 ,31,"Biryani, Indian",Borivali,not_available,not_available
Janta Farsan And Sweets,4.4 ,34,"Sweets, Snacks, Indian",Malad East,not_available,not_available
Surti Egg Point,3.9 ,34,Indian,Borivali,not_available,not_available
MH11 Assal Missal,4.1 ,30,"Street Food, Maharashtrian, Indian",Dahisar,120,20
Momos Canteen,5 ,38,"Chinese, Tibetan",Dahisar East ,not_available,not_available
Nuvola Gelato,4.6 ,14,Ice Cream,"Kandivali, Malad East",not_available,not_available
Western Tadka,3.8 ,39,"Italian, North Indian, South Indian, Beverages, Snacks, American, Chinese, Salads, Rajasthani, Tandoor, Lebanese, Hyderabadi, Kebabs, Juices, Biryani",Borivali West,175,35
Kanha Sweets Snacks And Dryfruit,3.7 ,34,"Snacks, Chaat, Sweets, Beverages, Desserts",Borivali,not_available,not_available
Momo Guy,3.7 ,46,"Chinese, Fast Food, Beverages",Borivali,449,not_available
# Vegan,4.7 ,46,"North Indian, Chinese",Borivali,449,not_available
Bhau Cha Dhakka,3.8 ,50,"Indian, Chinese, North Indian",Dahisar West,not_available,not_available
Viola Patisserie,5 ,50,Desserts,G2 GARNET PALLADIUM,not_available,not_available
My Little Cafe,4 ,53,"Cafe, Pizzas",Jog Gor East,not_available,not_available
Hotel sekar,4.8 ,45,South Indian,Borivali,not_available,not_available
Sultans Deli,4.3 ,57,"Arabian, Lebanese",Malad West,100,20
MexiChino,4.4 ,41,"Mexican, Chinese",Borivali West,not_available,not_available
RTC 2 - Rolls and Chicken Grills,4.1 ,45,"Snacks, Fast Food, North Indian, Street Food",Dahisar West,449,not_available
Soda Frankie Hub,4.1 ,49,"Indian, Fast Food",Malad Kan West,not_available,not_available
SHEIK'S Shawarma,4.3 ,47,"Lebanese, Mediterranean, Arabian, Middle Eastern, Beverages, Desserts, Bakery, Jain",Jog Gor East,449,not_available
Mastee,4 ,53,"Italian, Continental",Borivali West,not_available,not_available
The Veg Treat Legacy,4.4 ,40,"Chinese, South Indian, Biryani, Indian",Borivali,600,10
The China Kitchen,50 mins,,"Chinese, Indian",Jog Gor East,not_available,not_available
Monopoly Restaurant & Juice House,3.7 ,51,"Continental, Beverages",Malad West,not_available,not_available
Laxmi Vilas,4.3 ,49,"North Indian, Chinese, Seafood",Daftary Road,100,15
Pritam Fast Food,4.2 ,44,"Chinese, Beverages, South Indian, Indian, Fast Food",Jog Gor East,not_available,not_available
Smoothie Bar Inc,4.1 ,50,"Juices, Beverages",Malad West,499,not_available
Bombay Cycle Cafe,4.4 ,45,Pizzas,Borivali,125,25
White House Cafe,4.1 ,58,"Italian, Beverages",Borivali,999,not_available
Shuddhi,4.4 ,61,"North Indian, Chinese",Malad West,not_available,not_available
Muchhad Paanwala,4.5 ,44,Paan,Borivali West,not_available,not_available
Parathas And Meals,4.6 ,58,Indian,Ganesh Chowk,not_available,not_available
Bangalore Iyyangars Bakery,4.4 ,45,Bakery,Malad Kan West,not_available,not_available
Suriya's Kitchen,4.3 ,53,"Thai, Chinese, Asian",Borivali,749,not_available
The Hangout Burger Hub,4.5 ,57,"Fast Food, Snacks, American",Malad West,not_available,not_available
The Grove Kitchen And Bar,4 ,49,Indian,Dahisar,150,30
SHREE SEVA FOODS,53 mins,,"Bakery, Desserts, Snacks",Borivali,not_available,not_available
Aaradhya Family Chinese Corner,3.9 ,47,Chinese,Borivali West,not_available,not_available
Sam Snacks,4.6 ,60,"Indian, South Indian",Malad East,not_available,not_available
Bollywood Burger & Waffles CO,3.9 ,45,Indian,Dahisar West,449,not_available
Sweet Touch By Landmark,3.7 ,59,"Desserts, Sweets",Malad Kan West,599,not_available
Moktu,4.7 ,56,Chinese,Malad Kan West,not_available,not_available
Natural juice center,2.9 ,46,"Beverages, Ice Cream",Malad Kan West,not_available,not_available
The Boat Club,4.3 ,53,"Indian, Thai",Dahisar East,not_available,not_available
Masala Mastee,4.6 ,50,"Maharashtrian, North Indian, Chinese, Fast Food",Borivali West,not_available,not_available
Hotel Navbharat,4.3 ,45,"Chinese, Indian, Beverages",Malad East,not_available,not_available
Coastal Food and Spirits,4.4 ,63,"Indian, Chinese",Malad West,not_available,not_available
Hotel Lotus Court,4.3 ,54,"Indian, Chinese",Dahisar,not_available,not_available
SoonLi Chinese Restaurant,4.4 ,60,Chinese,Malad West,not_available,not_available
Raju's Asian Corner,4.1 ,41,"Indian, Chinese, Tandoor",Borivali,449,not_available
Maratha Biryani Center,4 ,48,"Biryani, Chinese, Mughlai, North Indian, Tandoor",Jog Gor East,not_available,not_available
Flag's Iii,3.8 ,49,"Indian, Continental, Chinese, Italian",Borivali,1300,10
Aai Krupa Fast Food,3.8 ,42,Snacks,Borivali,not_available,not_available
Ashoka Restaurant & Bar,4.3 ,51,Indian,Malad West,not_available,not_available
Mizuna The Oriental Place,4.3 ,60,"Chinese, Fast Food, Snacks, Asian",Kandivali West,150,30
Jaya's Kitchen,3.9 ,49,"Chinese, Indian",Malad Kan West,not_available,not_available
Crazy Cakes,28 mins,,"Desserts, Bakery",Kandivali East,159,10
Happy Moments,32 mins,,Bakery,Borivali,not_available,not_available
The Shivaay,4 ,34,"Indian, Chinese, Continental",Kandivali East,not_available,not_available
Bombay Sweets,3.5 ,28,"Sweets, Desserts",Borivali,not_available,not_available
Banglore Iyangar'S Bekery,4.6 ,23,Bakery,Dahisar,not_available,not_available
Radha Krishna Hotel,3.6 ,26,"Indian, Tandoor",Borivali,not_available,not_available
Da Krem - Home of fresh baking.,4.2 ,29,"Bakery, Desserts",Borivali,not_available,not_available
Laxmi Sweets and Thaali,4.6 ,34,North Indian,Borivali,not_available,not_available
Madhav Fast Food And juice Center,4.3 ,34,"Beverages, Indian, Fast Food, South Indian, Burgers, Pizzas, Snacks",Borivali,350,20
Pooja Pav Bhaji And Snacks Corner,35 mins,,"Fast Food, Indian, Chinese",Malad Kan East,100,50
Shetty tea and snacks center,4.2 ,44,"Snacks, South Indian",Malad Kan East,not_available,not_available
Cherry & Chocolatte,43 mins,,"Bakery, Desserts",Bandra West,50,20
Maharaja Darbar,41 mins,,"North Indian, Chinese, South Indian, Burgers, Pizzas, Bakery, Beverages",Gandhare Road,150,30
Meal By Kilo,3.9 ,40,"North Indian, South Indian, Chinese",Borivali,not_available,not_available
Bhajiyawala & Co,3.9 ,40,"Indian, Italian-American, Continental, Lebanese",Borivali West,150,30
North Punjabi Kitchen,3.8 ,41,"North Indian, Punjabi, Maharashtrian, Indian",Kandivali East,40,10
Prasadam,3.4 ,37,Indian,Borivali,not_available,not_available
Mumbai Fast Food,4.1 ,39,"Fast Food, Snacks, Pizzas, Beverages",Borivali,not_available,not_available
Joye's Pizzeria,3.7 ,38,"Chinese, Desserts, Burgers, Pizzas, Italian",Kandivali East,100,50
Hotel Regency,28 mins,,Chinese,Jog Gor East,not_available,not_available
Savory Kitchen,4.2 ,35,"Indian, Bengali",Borivali East,not_available,not_available
Tavola restaurant,4.3 ,30,"Indian, Biryani, Chinese, Pizzas, Seafood",Borivali,not_available,not_available
Vijay Pure Veg,4.6 ,31,Chinese,Kandivali East,not_available,not_available
Konkan Kubera,4.1 ,36,"Chinese, North Indian, Seafood",Borivali,not_available,not_available
Spaghetto,34 mins,,"Italian, Beverages",Malad Kan East,100,50
Froozo,3.7 ,50,"Pizzas, Beverages, Burgers, Desserts",Malad West,150,30
Chinese Foodie,3.7 ,43,"Chinese, Thai",Malad East,200,40
Chinese Katta,47 mins,,"Chinese, Snacks",Dahisar,999,not_available
Cake Culture,2.6 ,42,Bakery,Borivali West,not_available,not_available
Phat Fork Chinese,4.5 ,55,"Chinese, Asian, Thai",Malad Kan West,499,not_available
Yummy Shawarma,45 mins,,"Arabian, Burgers, Kebabs, Snacks, Beverages",Malad Kan West,250,50
Panda Momos,3.9 ,42,"Asian, Chinese, Tibetan, Beverages, Desserts",Borivali,449,not_available
The Chinese House,59 mins,,Chinese,Jog Gor East,999,not_available
London Dairy,3.8 ,36,Punjabi,Dahisar,not_available,not_available
Pure Veg Bowls & Meals,3 ,36,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",Gorai Road,not_available,not_available
The Cake House,3.8 ,39,Desserts,Kandivali West,not_available,not_available
Wack Waffles & Brownies,4.1 ,38,"Waffle, Bakery, Desserts, Beverages, Ice Cream",Borivali,449,not_available
Miami Waffle & Jawbreakers,4 ,38,"Waffle, Bakery, Desserts, Bengali",Borivali,449,not_available
Winners Pizza (Fresh Dough),3.8 ,39,"Pizzas, Italian, Desserts, Beverages",Borivali,449,not_available
Green Dot Pizza,4 ,39,"Pizzas, Italian, Desserts, Beverages",Borivali,449,not_available
MASKA CHASKA,36 mins,,"Chinese, Pizzas",Borivali,449,not_available
Cake4u,4.3 ,28,Desserts,Kandivali East,not_available,not_available
Jenny's Brownies,4.4 ,30,"Waffle, Bakery, Ice Cream, Desserts, Beverages",Borivali,449,not_available
Cafe k2k,38 mins,,Indian,Malad Kan East,100,20
Nomad Salad,4.3 ,55,"Salads, Healthy Food",Malad Kan West,999,not_available
Food Express,4.4 ,52,"Fast Food, Italian, Snacks",Malad,not_available,not_available
Wendy's Flavor Fresh Burgers,43 mins,,"Burgers, American, Fast Food, Snacks, Beverages",Goregaon,499,not_available
Mummy's Kitchen,3.5 ,61,"Street Food, South Indian",Borivali,100,10
Cake Zone,4.2 ,40,"Bakery, Desserts",Borivali,not_available,not_available
Cake Point,2.4 ,40,Cafe,Malad East,150,30
Mumma's kitchen,4.2 ,44,North Indian,Borivali West,449,not_available
Friends Fast Food,4.5 ,43,"Chinese, Indian",Kandivali West,not_available,not_available
Food Hub,4.4 ,49,Chinese,Malad West,120,20
Vital Bowls,50 mins,,"Healthy Food, Salads, Beverages, Keto",Goregaon,399,not_available
Wakka Makka Chinese,4 ,42,"Chinese, Asian, Desserts, Beverages",Borivali,449,not_available
Tea Villa Cafe,4 ,46,"Beverages, Asian, Italian-American, Arabian, Japanese, Fast Food, Waffle, Salads",Borivali,not_available,not_available
Shawarma Corner,3 ,54,Arabian,Malad Kan East,250,50
The Sandwich House,3.7 ,46,"Snacks, Fast Food, Pizzas, American, Desserts",Borivali West,not_available,not_available
CELEBRATE WITH CAKE,27 mins,,Bakery,Malad Kan East,not_available,not_available
Live Puff Factory,29 mins,,Snacks,Borivali,not_available,not_available
Sanjog Restaurant,3.9 ,32,"Indian, Kebabs, Chinese, Tandoor, Biryani, Beverages, Juices",Dahisar,not_available,not_available
