hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage
McDonald's,4.5 ,27,"Burgers, Beverages, Cafe, Desserts",Kandivali East,75,30
KFC,4.2 ,30,"Burgers, Biryani, American, Snacks, Fast Food",Kandivali East,80,40
Domino's Pizza,4.3 ,25,"Pizzas, Italian, Pastas, Desserts",Thakur Village,299,not_available
Charcoal Eats - Biryani & Beyond,4.3 ,24,"Biryani, Kebabs, Hyderabadi, North Indian",Malad Kan East,100,50
Sandwizzaa,4.6 ,22,"Snacks, Fast Food, Beverages, Jain",Kandivali East,120,60
1441 Pizzeria,3.8 ,32,"Italian, Pizzas, Pastas",Kandivali East,120,60
Hangout Cakes & More,4.4 ,24,"Desserts, Bakery",Borivali West,150,60
Love & Cheesecake ,4.5 ,14,Desserts,Kandivali East,not_available,not_available
Nothing But Chicken,4.5 ,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food",Kandivali East,50,20
Sweet Bengal,4.6 ,13,"Sweets, Indian, Snacks, Desserts",Kandivali East,50,20
Atta Girl,4.7 ,27,South Indian,Malad West,not_available,not_available
NIC Ice Creams,4.7 ,17,"Ice Cream, Desserts",Kandivali East,149,not_available
Poetry By Love & Cheesecake,4.4 ,34,Desserts,Kandivali West,not_available,not_available
Havmor Havfunn Ice Cream,4.6 ,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages",Malad Kan East,not_available,not_available
NOTO - Ice Creams & Desserts,4.6 ,15,Ice Cream,Kandivali East,799,not_available
McDonald's Gourmet Burger Collection,4.3 ,26,"Burgers, Beverages, Cafe, Desserts",Malad Kan East,not_available,not_available
Grameen Kulfi,4.7 ,16,"Ice Cream, Desserts",Kandivali East,99,not_available
Surbhi Sweets And Snacks,4.2 ,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian",Dahisar East,599,not_available
Jumboking Indian Burger,4.5 ,25,"American, Mexican, Fast Food, Snacks, Beverages",Dahisar East,449,not_available
Theobroma,4.5 ,23,"Bakery, Desserts",Borivali West,999,not_available
Amul Real Milk Real Ice Cream,4.3 ,29,Ice Cream,Borivali West,749,not_available
"Dabba Garam (Homestyle,Combo, Thali & More)",4.5 ,35,"Home Food, North Indian, Thai",Borivali,45,15
KFC,4.2 ,30,"Burgers, Biryani, American, Snacks, Fast Food",Kandivali East,80,40
McDonald's,4.5 ,27,"Burgers, Beverages, Cafe, Desserts",Kandivali East,75,30
Bakingo-Cakes & Desserts,4.4 ,33,"Bakery, Desserts, Beverages, Snacks",Kandivali West,999,not_available
Domino's Pizza,4.3 ,25,"Pizzas, Italian, Pastas, Desserts",Thakur Village,299,not_available
NH1 Bowls - Highway To North,4.7 ,11-21,"North Indian, Punjabi, Home Food",Kandivali East,100,50
63 By-Lane,4.3 ,36,"Pizzas, Pastas, Salads",Malad Kan East,699,not_available
Nishi Home Delites,4.6 ,27,"Indian, Punjabi",Kandivali East,FREE ITEM,not_available
Rasobongo,4.4 ,13,"Bengali, Sweets, Desserts, Snacks",Kandivali East,40,10
Central Prabhu,4.4 ,35,"Mughlai, North Indian, Chinese, Konkan, Malwani",Borivali East,299,not_available
Peetuk,4.2 ,22,"Biryani, Bengali",Kandivali East,249,not_available
The Joy Pizzateria,4.1 ,24,"Pizzas, Beverages",Kandivali East,120,60
Theobroma,4.5 ,15,"Bakery, Desserts",Kandivali East,999,not_available
Third Wave Coffee,4.3 ,18,"Cafe, Beverages, Desserts",Malad Kan East,50,20
Big Bowl,4 ,24,"North Indian, Chinese, Tibetan, Desserts",Kandivali East,169,not_available
Shree mithai,4.7 ,24,Indian,Borivali,not_available,not_available
Breadkraft,4.3 ,21,Pizzas,Mumbai,75,30
The Bengal Club,4.1 ,18,Bengali,Malad Kan East,249,not_available
Shawarmaji,4.4 ,16,Lebanese,Thakur village Kandivali east,FREE ITEM,not_available
Charcoal Eats - Biryani & Beyond,4.3 ,24,"Biryani, Kebabs, Hyderabadi, North Indian",Malad Kan East,100,50
Good Flippin' Burgers,4.6 ,18,"American, Fast Food, Burgers",Kandivali East,50,20
Achija,4.2 ,22,"North Indian, South Indian, Chinese, Beverages, Indian, Burgers, Chaat",Kandivali East,not_available,not_available
Granville Greens,4.4 ,36,"North Indian, South Indian, Chinese, Beverages, Italian, Mexican, Lebanese, Thai",Borivali,500,10
New kathiyawadi dhaba,4.3 ,34,"Indian, South Indian, Punjabi, Rajasthani",Borivali,700,10
Granville IDC Kitchen (Borivali),4.5 ,34,South Indian,Borivali West,not_available,not_available
Nirvana,4.4 ,32,"North Indian, Jain, Kebabs, Biryani, Chinese",Malad Kan East,not_available,not_available
Banglore Iyanger Bakery,4.5 ,13,Bakery,Malad Kan East,40,10
Sweet County Cake Shop,4.6 ,25,"Desserts, Bakery, Snacks",Kandivali East,not_available,not_available
The Netrik's Joint,4.1 ,18,"Fast Food, Pizzas, Snacks, Chinese, Beverages",Malad Kan West,75,30
Sandwizzaa,4.6 ,22,"Snacks, Fast Food, Beverages, Jain",Kandivali East,120,60
Gaurav Sweets And Namkeen,4.3 ,20,"Sweets, Snacks, Chaat",Malad Kan East,not_available,not_available
Raju's Kitchen,4.2 ,32,"Chinese, Indian", SARAAF CHOUDHARY NAGAR,40,10
Bayleaf,4.3 ,32,"Indian, Snacks",Kandivali East,1500,10
South Tiffin House,4.4 ,28,"South Indian, Fast Food, Snacks",Malad Kan East,75,30
Brijwasi Sweets,4.3 ,14,"Sweets, Snacks",Kandivali East,100,10
1441 Pizzeria,3.8 ,32,"Italian, Pizzas, Pastas",Kandivali East,120,60
Dominic Pizza,33 mins,,"Fast Food, Pizzas, Chinese, Italian, Pastas, Desserts, Burgers, Mexican, American, Street Food",Pizza Story,100,50
abCoffee,4.7 ,15,"Cafe, Beverages, Bakery, Desserts",Malad Kan East,50,20
K Bhagat Tarachand,3.8 ,25,North Indian,Malad Kan East,not_available,not_available
Saffron Restaurant,4.1 ,31,"North Indian, Chinese, Beverages, Tandoor, Kebabs",Kandivali East,FREE ITEM,not_available
Flavours Of China,4.4 ,33,Chinese,Borivali East,not_available,not_available
The Veg Treat,4.4 ,33,"North Indian, South Indian, Chinese",Borivali West,not_available,not_available
The House Of Pasta,4.4 ,34,"Pastas, Snacks",Borivali,999,not_available
Hangout Cakes & More,4.4 ,24,"Desserts, Bakery",Borivali West,150,60
Radhe Dhokla,4.3 ,33,"North Indian, Gujarati, Punjabi, Fast Food, Chinese, Snacks",Kandivali West,449,not_available
Love & Cheesecake ,4.5 ,14,Desserts,Kandivali East,not_available,not_available
Northern Tadka,4.5 ,31,"North Indian, Mughlai",Kandivali East,40,10
The Ice Cream Bakery - TIB,4.5 ,25,"Ice Cream, Bakery, Desserts, Sweets, Beverages",Kandivali East,50,20
Chai Sutta Bar,4.4 ,26,"Indian, Snacks",Kandivali East,40,10
Sweet Bengal,4.6 ,13,"Sweets, Indian, Snacks, Desserts",Kandivali East,50,20
Merwans Cake Stop,4.7 ,13,"Indian, Desserts",Malad Kan East,not_available,not_available
Nothing But Chicken,4.5 ,22,"Salads, Biryani, Kebabs, Fast Food, Healthy Food",Kandivali East,50,20
MOJO Pizza - 2X Toppings,4.3 ,16-26,"Pizzas, Italian, Fast Food, Desserts",Kandivali East,100,50
"WeFit-Bowls, Salads & Sandwiches",4.5 ,17-27,"Healthy Food, Salads, Keto, Snacks",Vishnu Shivam Mall,100,50
Blue Tokai Coffee Roasters,4.5 ,19,"Healthy Food, Pastas, American, Cafe, Beverages, Bakery",Malad Kan West,50,20
Daily Kitchen - Homestyle Meals,4.3 ,10-20,"Home Food, Indian, North Indian, Thalis","Thakur Village, Kandivali (E)",100,50
ZAZA Mughal Biryani,4.2 ,11-21,"Biryani, North Indian, Awadhi",Kandivali,100,50
Dessertino,4.1 ,29,Desserts,Borivali,not_available,not_available
Cafe Delight,4.4 ,29,"Indian, Tandoor",Borivali East,not_available,not_available
Atta Girl,4.7 ,27,South Indian,Malad West,not_available,not_available
La Pino'z Pizza,4.2 ,25,"Pizzas, Pastas, Italian, Desserts, Beverages",Thakur Complex,100,50
Murlidhar Sweets And Farsan,4.7 ,30,"Sweets, Street Food, Bengali, Gujarati, Desserts, Fast Food",Borivali West,not_available,not_available
Starbucks Coffee,4.4 ,17,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream",Malad Kan East,900,10
NIC Ice Creams,4.7 ,17,"Ice Cream, Desserts",Kandivali East,149,not_available
Borivali Biryani Centre (BBC),4.5 ,26,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani",Borivali West,not_available,not_available
Meemee's,4.5 ,26,"Ice Cream, Desserts",Borivali,100,50
Uncle's Chinese,3.6 ,36,"Chinese, Fast Food, Biryani, North Indian, Beverages",Kandivali,not_available,not_available
Bangalore Iyengar Bakery,4.3 ,29,"Bakery, Desserts",Borivali,not_available,not_available
Kunafa World,4.2 ,36,"Middle Eastern, Desserts",Malad Kan West,not_available,not_available
Poetry By Love & Cheesecake,4.4 ,34,Desserts,Kandivali West,not_available,not_available
The Cake Factory,4.2 ,22,Desserts,Kandivali East,120,60
Kusum Rolls,3.5 ,32,"Indian, Fast Food, Lebanese, Arabian, Kebabs",Kandivali East,not_available,not_available
Patanwala,4.8 ,15,"Sweets, Desserts",Malad Kan East,not_available,not_available
Monginis,4.2 ,14,"Bakery, Desserts, Snacks",Kandivali East,50,20
GetAWay-Ice Creams & Desserts,4.7 ,24,"Ice Cream, Desserts, Healthy Food, Sweets",Kandivali,599,not_available
Mealful Rolls - India's Biggest Rolls,4.4 ,18-28,"Fast Food, Snacks, North Indian, Desserts",Kandivali East,100,50
The Momo Co.,4.1 ,20,"Chinese, Asian, Tibetan, Desserts",Kandivali East,100,50
Faasos' Signature Wraps & Rolls,4 ,25,"Fast Food, Snacks, North Indian, Desserts, Beverages",Kandivali East,100,50
Havmor Havfunn Ice Cream,4.6 ,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages",Malad Kan East,not_available,not_available
Grameen Kulfi,4.7 ,16,"Ice Cream, Desserts",Kandivali East,99,not_available
Kareem's,4.1 ,32,"North Indian, Biryani, Chinese, Indian, Desserts, Mughlai, Tandoor, Lucknowi",Kandivali East,100,50
McDonald's Gourmet Burger Collection,4.3 ,26,"Burgers, Beverages, Cafe, Desserts",Malad Kan East,not_available,not_available
Suchali's Artisan Bakehouse,4.6 ,18,"Beverages, Bakery",Malad Kan East,50,20
LeanCrust Pizza- ThinCrust Experts,4.4 ,17-27,"Pizzas, Italian, Desserts",Kandivali East,100,50
Pure Veg Meals by Lunchbox,4.2 ,24,"Biryani, North Indian, Desserts, Beverages",Kandivali East,80,40
The J,4.5 ,18,"American, Snacks, Desserts",Malad Kan East,not_available,not_available
Smokin' Joe's,3.9 ,34,"Italian, Pizzas",Kandivali East,50,20
BOOM Sandwich - Sub of India,4.3 ,13-23,"Snacks, Indian, Desserts",Kandivali East,100,50
7th Heaven,3.8 ,16,"Bakery, Desserts",Malad Kan East,100,50
Itminaan Matka Biryani - Slow Cooked,4 ,22-32,"Biryani, North Indian, Mughlai",Kandivali East,120,60
NOTO - Ice Creams & Desserts,4.6 ,15,Ice Cream,Kandivali East,799,not_available
Moussestruck,4.7 ,25,"Ice Cream, Desserts, Sweets",Kandivali West,499,not_available
Surbhi Sweets And Snacks,4.2 ,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian",Dahisar East,599,not_available
Tiffin Box,27 mins,,"Biryani, Beverages, North Eastern",Malad Kan East,75,30
Waffle Cart,3.8 ,30,"Desserts, Snacks, Thalis",Borivali,not_available,not_available
Madno - House of Sundaes,4.1 ,26,"Ice Cream, Beverages",Thakur Village,80,40
Gourmet Ice Cream Cakes by Baskin Robbins,4.3 ,20,"Ice Cream Cakes, Desserts, Ice Cream, Bakery",Malad Kan East,50,20
Jumboking Indian Burger,4.5 ,25,"American, Mexican, Fast Food, Snacks, Beverages",Dahisar East,449,not_available
Khana Khazana,4.6 ,32,"Indian, Chinese",Borivali,not_available,not_available
Tea Post,4.1 ,36,Beverages,Borivali West,449,not_available
Pizza Hut,4.2 ,28,Pizzas,Kandivali East,179,not_available
Momo Mia,2.3 ,26,"Chinese, Desserts, Pizzas, Burgers, Pastas, Italian",Dheeraj Regancy,100,50
Hola Pasta - Fresh Gourmet Pasta,3.4 ,16-26,"Pastas, Italian, Desserts, Beverages",Kandivali East,149,not_available
Libon The Cake Expert,4.2 ,28,Desserts,Borivali,449,not_available
New York Burrito Company,4.2 ,32,"Mexican, American, Continental, Snacks, Beverages, Desserts",Kandivali West,not_available,not_available
The Fresh Press,4.2 ,39,"Beverages, Juices",Malad Kan East,120,60
Dairy Don,3.9 ,26,"Beverages, Desserts",Borivali,600,10
McCafe by McDonald's,3 ,30,"American, Beverages, Desserts",Kandivali East,not_available,not_available
Bhagwati Pav Bhaji,4.1 ,36,"Street Food, Chinese, South Indian, North Indian",Kandivali West,499,not_available
Goragandhi Juice Corner & Veg World,4.6 ,34,"North Indian, South Indian, Chinese, Indian, Chaat, Fast Food, Maharashtrian, Pizzas, Juices, Mexican, Pastas",Borivali West,not_available,not_available
The Waffle Co.,4.4 ,34,"Desserts, Waffle",Kandivali West,not_available,not_available
99 Pancakes,4.6 ,32,"Desserts, Beverages",Kandivali West,449,not_available
IDC Kitchen,4.3 ,36,South Indian,Malad Kan East,999,not_available
Burger Hub,34 mins,,"Burgers, Snacks, Chinese",Borivali,not_available,not_available
Delights by INOX,4.6 ,18,Snacks,Kandivali East,120,60
GLOBO Ice Creams Of The World,4.4 ,7-17,"Ice Cream, Desserts, Bakery",Kandivali East,100,50
Go Zero - Guilt Free Ice Creams,4.2 ,14,"Ice Cream, Desserts",Kandivali East,100,50
The Momo Factory,4.1 ,27,"Tibetan, Chinese, Asian",Kandivali East,449,not_available
Food Adda,4 ,28,"Burgers, Pizzas, Fast Food, Beverages",Borivali East,100,50
"Bhatti Chicken - Grilled, NOT Fried!",4.2 ,24-34,"North Indian, Snacks, Fast Food, Tandoor",Kandivali East,100,50
Mehfil by Behrouz,4.4 ,29,"Biryani, North Indian, Kebabs, Mughlai, Lucknowi, Hyderabadi, Desserts, Beverages",Kandivali East,80,40
Tewari Brothers,4.6 ,33,"Snacks, Sweets, North Indian, Beverages, Desserts",Borivali,not_available,not_available
World Of Paratha,4.4 ,33,"North Indian, Beverages",Borivali,not_available,not_available
Bhagwati Veg Restaurant,4.3 ,35,"North Indian, Chinese, Biryani, South Indian",Borivali West,499,not_available
Kwality Walls Frozen Dessert and Ice Cream Shop,4.8 ,15,"Desserts, Ice Cream, Ice Cream Cakes",Thakur Village,100,50
Anand Sweets & Savouries,4.7 ,40,"Sweets, Desserts",Jog Gor East,499,not_available
Myfroyoland - Premium Frozen Yogurt,4.4 ,28,"Desserts, Ice Cream, Healthy Food",Borivali West,1500,10
Sweetish House Mafia,4.2 ,30,Desserts,Kandivali West,150,30
Natural Ice Cream,4.7 ,21,"Ice Cream, Desserts",Avenue Hotel,20% OFF,20
Chinese Wok,4.2 ,21,"Chinese, Asian, Tibetan, Desserts",Kandivali East,100,50
The Belgian Waffle Co.,4.5 ,27,"Waffle, Desserts, Ice Cream",Kandivali East,50,20
Ghar Ki Rasoi,32 mins,,North Indian,Malad Kan East,not_available,not_available
Mamledar Misal,4 ,27,"Maharashtrian, Street Food",Borivali West,749,not_available
Chaayos Chai+Snacks=Relax,4.5 ,18,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, Street Food, Sweets",kandivali east,120,60
The Good Bowl,4.3 ,24,"Biryani, North Indian, Pastas, Punjabi, Desserts, Beverages",Kandivali East,799,not_available
BOX8 - Desi Meals,4.4 ,11-21,"North Indian, Biryani, Thalis, Home Food",Kandivali East,100,50
Behrouz Biryani,4.2 ,22,"Biryani, North Indian, Kebabs, Mughlai, Lucknowi, Hyderabadi, Desserts, Beverages",Kandivali East,110,60
"Faasos - Wraps, Rolls & Shawarma",4.1 ,26,"Kebabs, Fast Food, Snacks, North Indian, American, Healthy Food, Desserts, Beverages",Kandivali East,110,60
LunchBox - Meals and Thalis,4.3 ,26,"Biryani, North Indian, Punjabi, Healthy Food, Desserts, Beverages",Kandivali East,159,not_available
Subway,4 ,26,"Salads, Snacks, Desserts, Beverages",Kandivali East,80,40
Mohanlal S Mithaiwala,4.9 ,33,"Sweets, Desserts, Snacks",Borivali,not_available,not_available
Parsi Dairy Farm,4.6 ,31,Indian,Borivali,not_available,not_available
Adarsh,4.5 ,31,"Snacks, Sweets, Bakery",Borivali,1900,10
Mama Mia! - Italian Ice Creams & Cakes,4.4 ,27,"Bakery, Desserts, Ice Cream",Borivali,599,not_available
Trishiv Chinese Corner,4.1 ,34,"Chinese, Fast Food, Street Food, North Indian",Borivali,1000,10
Baskin Robbins - Ice Cream Desserts,4.6 ,13,Desserts,Kandivali East,75,30
Wagh Bakri Tea Lounge,3.5 ,39,"Beverages, Snacks, Fast Food, Street Food, Desserts",Borivali,700,20
Chitale Xpress,4.7 ,28,"Sweets, Desserts",Borivali,not_available,not_available
Cheesecakes By CakeZone,4.4 ,33,"Bakery, Desserts, Sweets, Beverages, Ice Cream, Juices, Bengali",L T Road Junction,699,not_available
Birdy's Cake Shop,4.1 ,35,"Desserts, Bakery",Malad East,not_available,not_available
Jeden-The Cake Expert,4.3 ,31,"Desserts, Bakery, Sweets",Kandivali West,599,not_available
Iceberg Organic Icecreams,36 mins,,Ice Cream,Borivali,299,not_available
Oven Story Pizza - Standout Toppings,4.4 ,23-32,"Pizzas, Pastas, Italian, Desserts, Beverages",Kandivali East,899,not_available
Ovenfresh Cakes And Desserts,4.1 ,34,"Bakery, Desserts, Beverages, Ice Cream, Sweets, Juices, Bengali, Pizzas",Borivali,399,not_available
Vadilal Ice Creams,4.1 ,35,"Ice Cream, Desserts",Kandivali West,399,not_available
Amore Gelato - Italian Ice Cream,4.4 ,34,"Ice Cream, Desserts",Borivali,not_available,not_available
Burger King,4.3 ,39,"Burgers, American",Kandivali East,120,60
ITC Fabelle Chocolates,4.7 ,33,"Bakery, Desserts",L T Road Junction,179,25
Mad Over Donuts,4.6 ,27,"Desserts, Sweets, Bakery",Kandivali East,100,50
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.3 ,15,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",Kandivali East,449,not_available
"Gianis - Ice Cream, Shakes & Sundaes",4.6 ,15,"Ice Cream, Bakery, Beverages",Malad Kan East,not_available,not_available
Tibb's Frankie,4.1 ,23,"Snacks, Biryani, North Indian, Mexican, Beverages",Kandivali East,75,30
The Biryani Life,4 ,25,"Biryani, Mughlai, Lucknowi, Hyderabadi, North Indian, Kebabs, Desserts, Beverages",Kandivali East,110,60
Sweet Truth - Cake and Desserts,4.1 ,20,"Snacks, Bakery, Desserts, Beverages",Kandivali East,110,60
Cafe Coffee Day,4.3 ,28,"Beverages, Cafe, Snacks, Desserts, Burgers, Ice Cream, Bakery, Fast Food",Kandivali East,159,not_available
Firangi Bake,3.9 ,30,"Pizzas, Pastas, Italian, Mexican, Healthy Food, Desserts, Beverages",Kandivali East,not_available,not_available
Apsara Ice Creams,4.7 ,14,"Ice Cream, Desserts",Kandivali East,not_available,not_available
Great Indian Khichdi by EatFit,4.3 ,37,"Home Food, Indian, North Indian, Healthy Food, Snacks, Desserts, Rajasthani, South Indian, Maharashtrian, Sweets",Gorai Road,159,not_available
Wendy's,4.2 ,49,"Burgers, American, Fast Food, Snacks, Beverages",Jog Gor East,129,not_available
Keventers - Milkshakes & Desserts,4.2 ,29,"Beverages, Ice Cream, Desserts, Healthy Food",Kandivali West,120,20
Green Therapy Co.,4.5 ,38,"Healthy Food, Juices, Beverages",Malad Kan East,100,50
FreshMenu,4.1 ,49,"Continental, Chinese, Oriental, Asian, Healthy Food, Fast Food, Indian, Desserts",Goregaon East,129,not_available
Lucky Restaurant (Since 1938),4.1 ,40,"Biryani, North Indian, Chinese, Mughlai, Seafood, Desserts, Tandoor, Punjabi, Indian",Goregaon East,749,not_available
The Paratha House,4.1 ,47,"North Indian, Indian",Malad Kan East,100,50
Rabdi Wala,4.2 ,37,"Desserts, Gujarati, Rajasthani, Snacks",Borivali West,not_available,not_available
Ladu Samrat,4.3 ,43,"Maharashtrian, Snacks, Street Food, Indian, Desserts, Chaat",Kandivali East,FREE ITEM,not_available
Greens Restaurant,4.4 ,54,"North Indian, Chinese, South Indian",Malad West,599,not_available
Chocolateria San Churro,2.2 ,39,Desserts,Borivali,449,not_available
The Churro Co.,4.1 ,38,"Desserts, Beverages, Waffle",Kandivali East,999,not_available
The Dough Therapy,4.1 ,39,"Pizzas, Pastas, Italian",Kandivali West,799,not_available
Barbeque Nation,4 ,45,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",Kandivali East,80,40
Aromas Cafe & Bistro,4.2 ,50,"Continental, Italian, Lebanese, Beverages",Malad Kan East,249,not_available
Chai Pe Charcha,4 ,40,Beverages,Kandivali West,100,20
Cremure,4.5 ,38,"Bakery, Desserts, Waffle, Beverages",Malad West,449,not_available
EatFit,4.2 ,39,"Chinese, Healthy Food, Tandoor, Pizzas, North Indian, Thalis, Biryani",Gorai Road,179,not_available
Biryani Can - Pure Veg Biryanis,3.9 ,37,Biryani,Kandivali West,599,not_available
Cheelizza - India ka Pizza,4.2 ,39,"Pizzas, Italian, Fast Food",Kandivali West,699,not_available
Bake Ur Day - Freshest Cakes,3.7 ,39,"Desserts, Bakery, Cakes and Pastries, Beverages",Borivali West,449,not_available
Radha Krishna,3.8 ,38,Indian,Borivali,not_available,not_available
Amar Juice Center,4.4 ,37,"Street Food, Beverages, South Indian",Borivali West,not_available,not_available
MM Mithaiwala,4.4 ,42,"Sweets, Snacks, Desserts, Beverages",Malad West,800,15
Haldiram's Restaurant,4.3 ,38,"Snacks, South Indian, Desserts, Beverages",Malad Kan East,100,50
Taco Bell,4 ,49,Mexican,Kandivali East,100,50
Wow! Momo,4.1 ,45,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",Malad East,599,not_available
Bangalore Iyangar's Bakery,4.9 ,47,"Bakery, Desserts, Snacks",Kandivali West,not_available,not_available
Dum Safar Biryani by Barbeque Nation,4.3 ,48,"Biryani, Kebabs, Tandoor, Indian, Desserts",GROWELS MALL,80,40
Wow! China,4.1 ,43,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",Akruli Road,120,60
Malgudi,4.1 ,37,"South Indian, Mangalorean, Andhra, Snacks, Healthy Food",Kandivali East,249,not_available
Oye Kiddan,3.9 ,43,North Indian,Borivali West,449,not_available
Sbarro - New York Pizza,3.9 ,38,"Italian, Pizzas, Desserts, Beverages",Kandivali East,299,not_available
Cookie Man,4.4 ,37,"Desserts, Ice Cream, Bakery",Kandivali East,80,40
Pop Tate's,4.2 ,37,"Continental, Italian, European, Mexican",Kandivali East,50,20
Shiv Sagar,4.3 ,38,"Indian, Continental, Chinese",Mahavir Nagar,600,10
Urban Tadka,4.3 ,43,"North Indian, Mughlai",Kandivali East,50,20
Uncle's Kitchen (Since 1987),4.4 ,42,"Chinese, Asian, Thai",Malad West,1000,15
Bikaji Food Junxon,4.6 ,46,"Sweets, Snacks",Malad West,999,not_available
Rajubhai Dhoklawala,4.5 ,40,"Sweets, Desserts, Gujarati, Snacks",Borivali,not_available,not_available
Deepak (Borivali),4.5 ,38,"Indian, Chinese, South Indian, Snacks",Borivali West,not_available,not_available
Godwa,4.4 ,39,"American, Beverages, Thalis",Malad Borivali Area,600,10
Radha Krishna (Borivali),4.4 ,39,"Indian, Chinese, South Indian, Mexican, Italian",Borivali West,not_available,not_available
Tulsi Vihar,4.2 ,42,"North Indian, Chinese, South Indian, Beverages",Kandivali West,999,not_available
Smokin Curries,4.2 ,54,"Biryani, Indian, North Indian, Tandoor, Kebabs, Fast Food, Desserts, Beverages",Malad Kan West,not_available,not_available
The Food Studio Kitchen & Bar,4.4 ,56,"North Indian, Continental, Asian, Punjabi, Chinese, Italian, Mughlai",Malad West,not_available,not_available
Bhavesh Chinese,4.2 ,43,"Chinese, Indian",Borivali West,not_available,not_available
Spukies - The Veg Sigree,4.3 ,46,"North Indian, Jain, Chinese, South Indian",Mumbai,not_available,not_available
Agri Malhari Katta,4.3 ,50,"Indian, Chinese",Borivali,not_available,not_available
Zaika Fun Dining | Club Aquaria,4.3 ,44,"North Indian, Chinese, Biryani, Continental",Borivali West,449,not_available
Pishu's - Drink Your Fruit,4.4 ,55,"Juices, Beverages, Healthy Food",Malad West,399,not_available
Madhuram Sweets & Chaat,4.6 ,46,Desserts,Dahisar,999,not_available
Cosway,4.1 ,51,"Chinese, North Indian, Indian",PG Road,449,not_available
Kansar Pure Veg Thali,4.1 ,44,Thalis,Chikoowadi,800,15
Jain SubKuchh Food Plaza,4.3 ,52,"Street Food, North Indian, Chinese, Desserts, South Indian",Malad West,449,not_available
Pangat (Gorai),4.4 ,40,"Indian, Chinese, Malwani, Seafood, Kebabs, Biryani, Maharashtrian",Borivali West,not_available,not_available
Shenoy's,4.1 ,48,"Fast Food, Snacks, Chinese, Chaat",Jog Gor East,not_available,not_available
Surmai Restaurant,4.3 ,47,"Seafood, Indian, Chinese",Malad West,449,not_available
Qutuz Irani Cafe,4.3 ,51,Fast Food,Chincholi Bunder Road,not_available,not_available
Anda Apna Apna,4.5 ,52,Fast Food,Malad West,449,not_available
Shreeji Pure Veg,4.5 ,49,"Indian, South Indian, Chinese, Desserts, Beverages",Jog Gor East,not_available,not_available
Sai Veg World,4.3 ,50,"Indian, Chinese",Goregaon East,449,not_available
Baba Falooda,4.5 ,40,Desserts,Mira Road,not_available,not_available
Persia Darbar,4.3 ,44,"North Indian, Biryani, Chinese, Arabian, Mughlai",Goregaon East,799,not_available
CakeZone,4.2 ,37,"Bakery, Desserts, Sweets, Ice Cream",L T Road Junction,399,not_available
Bikkgane Biryani,4.1 ,54,"Biryani, Hyderabadi, Andhra, South Indian, North Indian, Mughlai, Kebabs",Malad Kan West,449,not_available
Chai Point,4.3 ,52,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, North Indian, Fast Food, Desserts, Cafe, Healthy Food, Home Food",Malad West,125,25
Biryani By Kilo,4.1 ,70,"Biryani, Hyderabadi, North Indian, Kebabs, Mughlai, Desserts",Malad West,1999,not_available
Curry Mantra,4.3 ,39,"Indian, Chinese, Tandoor, Biryani, Mangalorean, Malwani, Kerala, Goan, Chettinad, Mughlai, Seafood",Dahisar,not_available,not_available
Oye Teri - The Kulcha Kulture,4.2 ,39,Indian,Borivali,not_available,not_available
Noorani Restaurant,4.1 ,39,"Chinese, North Indian",Malad East,599,not_available
Cheesecake & Co.,4.2 ,40,"Bakery, Desserts",Jog Gor East,399,not_available
Smoor,4.3 ,39,"Desserts, Bakery, Beverages",I C Colony,899,not_available
HRX by EatFit,4.4 ,38,"Healthy Food, Salads, Keto",Gorai Road,199,not_available
Shahi Darbar,41 mins,,"Beverages, Desserts, Ice Cream",Malad Kan West,not_available,not_available
Gomantak,4.2 ,53,"Indian, Seafood, Tandoor, Malwani, Chinese",Dahisar,125,25
Cafe Heaven,4.1 ,44,"Mughlai, Chinese, Tandoor, Indian",Malad West,599,not_available
Landmark Restaurant Veg Diet,4.1 ,50,"North Indian, Chinese, Continental, Beverages",Malad Kan West,not_available,not_available
Supermani,4.5 ,47,"South Indian, Biryani, Fast Food, Snacks",Borivali,not_available,not_available
Aahar-E-Kolkata,4.2 ,55,"Bengali, Thalis, Biryani, Desserts",Malad Kan East,not_available,not_available
Suraj Lama Momos,4.6 ,55,Chinese,Jog Gor East,not_available,not_available
Charcoal Bistro,3.5 ,44,"Indian, Chinese",Jog Gor East,not_available,not_available
